id,postcode,name,density,x,y
57313,57690,Hémilly,10,6.49,49.05
57314,57830,Héming,139,6.97,48.70
57315,57820,Henridorff,91,7.21,48.73
57316,57450,Henriville,185,6.86,49.10
57317,57635,Hérange,38,7.17,48.78
57318,57790,Hermelange,98,7.02,48.68
57319,57580,Herny,49,6.48,49.00
57320,57830,Hertzing,121,6.95,48.69
57321,57400,Hesse,47,7.05,48.69
57322,57320,Hestroff,62,6.43,49.26
57323,57330,Hettange-Grande,465,6.15,49.42
57324,57400,Hilbesheim,81,7.10,48.78
57325,57510,Hilsprich,88,6.91,49.01
57326,57220,Hinckange,50,6.45,49.19
57328,57380,Holacourt,25,6.51,48.98
57329,57220,Holling,98,6.50,49.26
57330,57510,Holving,115,6.97,49.01
57331,57920,Hombourg-Budange,34,6.36,49.29
57332,57470,Hombourg-Haut,576,6.77,49.13
57333,57405,Hommarting,86,7.14,48.74
57334,57870,Hommert,103,7.18,48.68
57335,57670,Honskirch,34,6.96,48.94
57336,57490,L'Hôpital,1359,6.73,49.16
57337,57510,Hoste,67,6.86,49.06
57338,57720,Hottviller,68,7.36,49.08
57339,57820,Hultehouse,78,7.26,48.72
57340,57990,Hundling,202,6.99,49.10
57341,57480,Hunting,184,6.33,49.41
57342,57830,Ibigny,22,6.90,48.65
57343,57970,Illange,340,6.18,49.33
57344,57400,Imling,111,7.02,48.71
57345,57970,Inglange,74,6.30,49.35
57346,57670,Insming,86,6.89,48.95
57347,57670,Insviller,24,6.91,48.89
57348,57990,Ippling,223,7.00,49.11
57349,57590,Jallaucourt,19,6.39,48.83
57350,57130,Jouy-aux-Arches,257,6.09,49.06
57351,57245,Jury,353,6.26,49.07
57352,57130,Jussy,168,6.08,49.10
57353,57630,Juvelize,11,6.66,48.77
57354,57590,Juville,19,6.36,48.93
57355,57412,Kalhausen,63,7.14,49.02
57356,57330,Kanfen,128,6.11,49.43
57357,57430,Kappelkinger,48,6.91,48.98
57358,57920,Kédange-sur-Canner,276,6.34,49.31
57359,57920,Kemplich,29,6.40,49.32
57360,57460,Kerbach,269,6.97,49.16
57361,57480,Kerling-lès-Sierck,30,6.37,49.39
57362,57830,Kerprich-aux-Bois,23,6.96,48.74
57364,57480,Kirsch-lès-Sierck,36,6.41,49.44
57365,57480,Kirschnaumen,25,6.43,49.40
57366,57430,Kirviller,59,6.98,48.96
57367,57920,Klang,58,6.37,49.32
57368,57240,Knutange,1333,6.03,49.34
57370,57970,Koenigsmacker,117,6.29,49.39
57371,57480,Haute-Kontz,85,6.32,49.46
57372,57970,Kuntzig,276,6.24,49.35
57373,57730,Lachambre,103,6.75,49.08
57374,57560,Lafrimbolle,19,7.02,48.60
57375,57810,Lagarde,8,6.71,48.69
57376,57410,Lambach,96,7.37,49.03
57377,57830,Landange,47,6.96,48.67
57379,57340,Landroff,38,6.62,48.96
57380,57790,Laneuveville-lès-Lorquin,46,7.01,48.65
57381,57590,Laneuveville-en-Saulnois,42,6.44,48.87
57382,57400,Langatte,44,6.96,48.76
57383,57810,Languimberg,10,6.88,48.73
57384,57660,Laning,84,6.77,49.03
57385,57530,Laquenexy,116,6.31,49.08
57386,57385,Laudrefang,74,6.64,49.08
57387,57480,Laumesfeld,31,6.44,49.37
57388,57480,Launstroff,33,6.50,49.43
57389,57660,Lelling,101,6.71,49.04
57390,57620,Lemberg,136,7.38,49.01
57391,57590,Lemoncourt,14,6.39,48.86
57392,57580,Lemud,74,6.36,49.03
57393,57720,Lengelsheim,44,7.41,49.11
57394,57670,Léning,47,6.82,48.96
57395,57580,Lesse,24,6.52,48.95
57396,57160,Lessy,273,6.10,49.13
57397,57810,Ley,17,6.65,48.74
57398,57660,Leyviller,62,6.84,49.03
57399,57630,Lezey,13,6.62,48.76
57401,57340,Lidrezing,9,6.71,48.88
57402,57230,Liederschiedt,23,7.50,49.12
57403,57420,Liéhon,20,6.26,48.99
57404,57260,Lindre-Basse,28,6.75,48.80
57405,57260,Lindre-Haute,19,6.76,48.82
57406,57590,Liocourt,46,6.34,48.91
57407,57635,Lixheim,154,7.15,48.79
57408,57520,Lixing-lès-Rouhling,217,6.99,49.15
57409,57660,Lixing-lès-Saint-Avold,112,6.74,49.03
57410,57670,Lhor,25,6.87,48.89
57411,57650,Lommerange,36,5.97,49.33
57412,57050,Longeville-lès-Metz,1438,6.15,49.11
57413,57740,Longeville-lès-Saint-Avold,154,6.65,49.12
57414,57790,Lorquin,143,7.00,48.67
57415,57050,Lorry-lès-Metz,260,6.11,49.14
57416,57420,Lorry-Mardigny,56,6.10,48.98
57417,57670,Lostroff,14,6.86,48.87
57418,57670,Loudrefing,14,6.89,48.85
57419,57510,Loupershouse,125,6.91,49.08
57421,57720,Loutzviller,48,7.38,49.14
57422,57420,Louvigny,54,6.18,48.96
57423,57170,Lubécourt,18,6.51,48.84
57424,57590,Lucy,29,6.48,48.94
57425,57580,Luppy,35,6.34,48.98
57426,57935,Luttange,70,6.30,49.27
57427,57820,Lutzelbourg,106,7.26,48.74
57428,57730,Macheren,171,6.77,49.09
57430,57380,Mainvillers,42,6.54,49.02
57431,57530,Maizeroy,41,6.39,49.09
57432,57530,Maizery,63,6.34,49.11
57433,57280,Maizières-lès-Metz,1232,6.16,49.21
57434,57810,Maizières-lès-Vic,20,6.78,48.71
57436,57590,Malaucourt-sur-Seille,20,6.36,48.84
57437,57480,Malling,136,6.31,49.42
57438,57640,Malroy,108,6.22,49.17
57439,57480,Manderen,47,6.45,49.45
57440,57590,Manhoué,35,6.34,48.83
57441,57100,Manom,250,6.17,49.38
57442,57380,Many,32,6.53,49.00
57443,57535,Marange-Silvange,381,6.11,49.22
57444,57690,Marange-Zondrange,38,6.53,49.12
57445,57420,Marieulles,83,6.11,49.01
57446,57670,Marimont-lès-Bénestroff,11,6.79,48.89
57447,57155,Marly,910,6.15,49.07
57448,57630,Marsal,23,6.62,48.78
57449,57530,Marsilly,163,6.31,49.10
57451,57340,Marthille,17,6.56,48.93
57452,57140,La Maxe,115,6.19,49.16
57453,57660,Maxstadt,41,6.80,49.05
57454,57245,Mécleuves,91,6.28,49.05
57455,57220,Mégange,34,6.44,49.22
57456,57960,Meisenthal,109,7.35,48.97
57457,57320,Menskirch,33,6.43,49.32
57459,57480,Merschweiller,32,6.42,49.46
57460,57550,Merten,296,6.66,49.25
57461,57560,Métairies-Saint-Quirin,33,7.04,48.64
57462,57370,Metting,69,7.21,48.81
57463,57070,Metz,2851,6.20,49.11
57464,57920,Metzeresche,89,6.31,49.30
57465,57940,Metzervisse,221,6.29,49.32
57466,57980,Metzing,99,6.96,49.10
57467,57070,Mey,161,6.24,49.14
57468,57370,Mittelbronn,87,7.23,48.77
57469,57930,Mittersheim,36,6.94,48.86
57470,57670,Molring,2,6.82,48.89
57471,57220,Momerstroff,47,6.53,49.16
57472,57420,Moncheux,20,6.34,48.95
57473,57810,Moncourt,12,6.64,48.72
57474,57300,Mondelange,1463,6.17,49.26
57475,57570,Mondorff,149,6.26,49.50
57476,57920,Monneren,34,6.41,49.35
57477,57415,Montbronn,111,7.31,49.00
57478,57670,Montdidier,35,6.82,48.93
57479,57480,Montenach,47,6.39,49.41
57480,57950,Montigny-lès-Metz,3282,6.15,49.10
57481,57860,Montois-la-Montagne,335,6.03,49.22
57482,57645,Montoy-Flanville,172,6.29,49.12
57483,57340,Morhange,233,6.64,48.93
57484,57600,Morsbach,515,6.87,49.17
57485,57170,Morville-lès-Vic,17,6.55,48.82
57486,57590,Morville-sur-Nied,23,6.43,48.95
57487,57160,Moulins-lès-Metz,729,6.12,49.09
57488,57770,Moussey,80,6.78,48.67
57489,57620,Mouterhouse,7,7.44,48.99
57490,57630,Moyenvic,26,6.57,48.78
57491,57250,Moyeuvre-Grande,831,6.04,49.25
57492,57250,Moyeuvre-Petite,91,6.02,49.28
57493,57260,Mulcey,26,6.66,48.81
57494,57670,Munster,35,6.89,48.91
57495,57220,Narbéfontaine,35,6.55,49.14
57496,57670,Nébing,50,6.81,48.91
57497,57670,Nelling,39,6.86,48.97
57498,57700,Neufchef,151,6.01,49.32
57499,57910,Neufgrange,197,7.07,49.07
57500,57830,Neufmoulins,22,6.97,48.68
57501,57670,Neufvillage,62,6.78,48.93
57502,57320,Neunkirchen-lès-Bouzonville,88,6.56,49.35
57504,57560,Niderhoff,55,7.01,48.63
57505,57565,Niderviller,113,7.12,48.71
57506,57930,Niederstinzel,20,7.01,48.87
57507,57220,Niedervisse,44,6.56,49.16
57508,57240,Nilvange,1742,6.05,49.34
57509,57790,Nitting,53,7.05,48.66
57510,57645,Noisseville,391,6.27,49.13
57511,57140,Norroy-le-Veneur,124,6.11,49.18
57512,57645,Nouilly,226,6.26,49.13
57513,57720,Nousseviller-lès-Bitche,30,7.37,49.10
57514,57990,Nousseviller-Saint-Nabor,193,6.97,49.13
57515,57680,Novéant-sur-Moselle,154,6.04,49.03
57516,57320,Oberdorff,85,6.58,49.27
57517,57720,Obergailbach,36,7.22,49.11
57518,57930,Oberstinzel,69,7.04,48.79
57519,57220,Obervisse,36,6.58,49.15
57520,57170,Obreck,14,6.60,48.85
57521,57600,OEting,593,6.91,49.17
57523,57530,Ogy,143,6.32,49.11
57524,57810,Ommeray,11,6.69,48.72
57525,57590,Oriocourt,14,6.41,48.86
57526,57720,Ormersviller,53,7.34,49.13
57527,57420,Orny,50,6.25,49.03
57528,57590,Oron,20,6.49,48.90
57529,57840,Ottange,175,6.01,49.44
57530,57220,Ottonville,27,6.52,49.22
57531,57970,Oudrenne,36,6.35,49.37
57532,57420,Pagny-lès-Goin,51,6.22,48.97
57533,57530,Pange,109,6.36,49.08
57534,57245,Peltre,219,6.22,49.07
57535,57410,Petit-Réderching,136,7.32,49.05
57536,57660,Petit-Tenquin,48,6.87,48.99
57537,57540,Petite-Rosselle,1289,6.86,49.21
57538,57170,Pettoncourt,60,6.41,48.79
57539,57340,Pévange,27,6.62,48.91
57540,57370,Phalsbourg,364,7.26,48.77
57541,57230,Philippsbourg,26,7.57,49.00
57542,57220,Piblange,106,6.41,49.25
57543,57120,Pierrevillers,258,6.10,49.23
57544,57870,Plaine-de-Walsch,126,7.15,48.69
57545,57050,Plappeville,821,6.12,49.13
57546,57140,Plesnois,250,6.11,49.17
57547,57420,Pommérieux,166,6.18,48.99
57548,57420,Pontoy,40,6.29,49.02
57549,57380,Pontpierre,90,6.64,49.05
57550,57890,Porcelette,189,6.67,49.16
57551,57930,Postroff,42,7.08,48.85
57552,57420,Pouilly,130,6.19,49.06
57553,57420,Pournoy-la-Chétive,253,6.15,49.02
57554,57420,Pournoy-la-Grasse,78,6.22,49.02
57555,57590,Prévocourt,16,6.43,48.93
57556,57510,Puttelange-aux-Lacs,187,6.92,49.05
57557,57570,Puttelange-lès-Thionville,86,6.26,49.49
57558,57170,Puttigny,10,6.55,48.84
57559,57590,Puzieux,29,6.36,48.89
57560,57340,Racrange,86,6.68,48.92
57561,57410,Rahling,38,7.24,49.00
57562,57700,Ranguevaux,77,6.06,49.30
57563,57530,Raville,38,6.48,49.09
57564,57810,Réchicourt-le-Château,25,6.84,48.68
57565,57390,Rédange,187,5.92,49.49
57566,57445,Réding,210,7.10,48.75
57567,57320,Rémelfang,42,6.51,49.27
57568,57200,Rémelfing,535,7.09,49.09
57569,57480,Rémeling,48,6.48,49.41
57570,57550,Rémering,91,6.63,49.26
57571,57510,Rémering-lès-Puttelange,125,6.93,49.03
57572,57580,Rémilly,113,6.39,49.01
57573,57670,Réning,29,6.84,48.95
57574,57570,Basse-Rentgen,38,6.20,49.49
57575,57645,Retonfey,138,6.32,49.13
57576,57480,Rettel,106,6.34,49.43
57577,57230,Reyersviller,44,7.40,49.04
57578,57130,Rezonville,24,5.98,49.09
57579,57810,Rhodes,9,6.91,48.76
57580,57340,Riche,28,6.63,48.89
57581,57510,Richeling,82,6.97,49.03
57582,57270,Richemont,220,6.16,49.28
57583,57830,Richeval,28,6.91,48.63
57584,57720,Rimling,43,7.26,49.09
57585,57480,Ritzing,22,6.46,49.44
57586,57840,Rochonvillers,37,6.03,49.41
57587,57340,Rodalbe,21,6.71,48.91
57588,57570,Rodemack,111,6.25,49.46
57589,57410,Rohrbach-lès-Bitche,157,7.28,49.04
57590,57720,Rolbing,46,7.42,49.17
57591,57120,Rombas,853,6.09,49.24
57592,57930,Romelfing,35,7.01,48.83
57593,57860,Roncourt,144,6.05,49.20
57594,57230,Roppeviller,9,7.52,49.09
57595,57260,Rorbach-lès-Dieuze,14,6.84,48.83
57596,57800,Rosbruck,543,6.85,49.16
57597,57780,Rosselange,540,6.06,49.27
57598,57520,Rouhling,339,7.00,49.13
57599,57220,Roupeldange,154,6.47,49.21
57600,57330,Roussy-le-Village,101,6.18,49.46
57601,57160,Rozérieulles,212,6.05,49.12
57602,57310,Rurange-lès-Thionville,267,6.24,49.27
57603,57390,Russange,348,5.95,49.49
57604,57480,Rustroff,181,6.38,49.44
57605,57420,Sailly-Achâtel,30,6.30,48.94
57606,57500,Saint-Avold,461,6.71,49.13
57607,57640,Sainte-Barbe,53,6.32,49.16
57609,57580,Saint-Epvre,36,6.43,48.97
57610,57320,Saint-François-Lacroix,42,6.45,49.35
57611,57830,Saint-Georges,26,6.93,48.66
57612,57640,Saint-Hubert,13,6.36,49.23
57613,57930,Saint-Jean-de-Bassel,32,6.96,48.81
57614,57370,Saint-Jean-Kourtzerode,455,7.19,48.76
57615,57510,Saint-Jean-Rohrbach,84,6.88,49.03
57616,57070,Saint-Julien-lès-Metz,648,6.21,49.14
57617,57420,Saint-Jure,30,6.23,48.94
57618,57820,Saint-Louis,72,7.19,48.71
57619,57620,Saint-Louis-lès-Bitche,115,7.35,48.99
57620,57255,Sainte-Marie-aux-Chênes,389,6.01,49.19
57621,57260,Saint-Médard,10,6.64,48.81
57622,57855,Saint-Privat-la-Montagne,319,6.04,49.19
57623,57560,Saint-Quirin,15,7.11,48.58
57624,57130,Sainte-Ruffine,746,6.10,49.11
57625,57170,Salonnes,15,6.49,48.79
57626,57640,Sanry-lès-Vigy,92,6.28,49.18
57627,57530,Sanry-sur-Nied,65,6.34,49.05
57628,57430,Sarralbe,168,7.01,49.00
57629,57400,Sarraltroff,62,7.06,48.77
57630,57400,Sarrebourg,755,7.05,48.74
57631,57200,Sarreguemines,728,7.07,49.11
57633,57905,Sarreinsming,185,7.12,49.09
57634,57140,Saulny,149,6.10,49.16
57635,57370,Schalbach,25,7.15,48.82
57636,57412,Schmittviller,148,7.19,49.01
57637,57400,Schneckenbusch,141,7.08,48.70
57638,57350,Schoeneck,682,6.92,49.21
57639,57230,Schorbach,42,7.41,49.08
57640,57320,Schwerdorff,48,6.57,49.37
57641,57720,Schweyen,28,7.40,49.16
57642,57160,Scy-Chazelles,599,6.12,49.11
57643,57420,Secourt,29,6.27,48.95
57644,57455,Seingbouse,236,6.83,49.11
57645,57280,Semécourt,392,6.14,49.20
57647,57290,Serémange-Erzange,1132,6.09,49.32
57648,57530,Servigny-lès-Raville,29,6.44,49.08
57649,57640,Servigny-lès-Sainte-Barbe,143,6.27,49.15
57650,57480,Sierck-les-Bains,350,6.36,49.44
57651,57410,Siersthal,61,7.36,49.05
57652,57420,Sillegny,41,6.15,48.99
57653,57420,Silly-en-Saulnois,14,6.28,48.99
57654,57530,Silly-sur-Nied,154,6.37,49.12
57655,57420,Solgne,150,6.30,48.97
57656,57580,Sorbey,60,6.32,49.04
57657,57170,Sotzeling,7,6.64,48.87
57658,57960,Soucht,104,7.32,48.96
57659,57350,Spicheren,394,6.97,49.20
57660,57350,Stiring-Wendel,3502,6.93,49.20
57661,57230,Sturzelbronn,6,7.59,49.05
57662,57340,Suisse,20,6.58,48.97
57663,57525,Talange,2049,6.17,49.23
57664,57260,Tarquimpol,17,6.76,48.78
57665,57980,Tenteling,146,6.93,49.13
57666,57180,Terville,1712,6.13,49.35
57667,57220,Téterchen,86,6.57,49.23
57668,57385,Teting-sur-Nied,147,6.67,49.05
57669,57450,Théding,301,6.89,49.13
57670,57380,Thicourt,26,6.56,48.99
57671,57580,Thimonville,22,6.39,48.94
57672,57100,Thionville,828,6.12,49.37
57673,57380,Thonville,17,6.57,48.98
57674,57590,Tincry,20,6.41,48.91
57675,57670,Torcheville,21,6.85,48.91
57676,57580,Tragny,20,6.37,48.96
57677,57300,Trémery,141,6.24,49.25
57678,57710,Tressange,212,5.98,49.41
57679,57385,Tritteling-Redlach,87,6.62,49.08
57680,57870,Troisfontaines,101,7.13,48.67
57681,57320,Tromborn,59,6.60,49.26
57682,57560,Turquestein-Blancrupt,1,7.09,48.56
57683,57270,Uckange,1196,6.15,49.31
57684,57660,Vahl-Ebersing,86,6.75,49.05
57685,57670,Vahl-lès-Bénestroff,15,6.79,48.92
57686,57380,Vahl-lès-Faulquemont,39,6.63,49.02
57687,57340,Vallerange,33,6.69,48.95
57689,57970,Valmestroff,67,6.26,49.36
57690,57730,Valmont,355,6.70,49.08
57691,57220,Valmunster,31,6.52,49.25
57692,57340,Vannecourt,9,6.54,48.88
57693,57070,Vantoux,371,6.23,49.13
57694,57070,Vany,106,6.24,49.15
57695,57220,Varize,38,6.45,49.13
57696,57880,Varsberg,224,6.62,49.18
57697,57560,Vasperviller,198,7.07,48.63
57698,57580,Vatimont,39,6.47,48.98
57700,57320,Vaudreching,121,6.53,49.28
57701,57130,Vaux,130,6.07,49.09
57702,57170,Vaxy,26,6.53,48.86
57703,57370,Veckersviller,57,7.19,48.83
57704,57920,Veckring,103,6.36,49.34
57705,57220,Velving,49,6.54,49.24
57706,57260,Vergaville,44,6.75,48.84
57707,57130,Vernéville,65,6.01,49.14
57708,57420,Verny,494,6.20,49.01
57709,57370,Vescheim,147,7.23,48.79
57711,57670,Vibersviller,36,6.95,48.91
57712,57630,Vic-sur-Seille,69,6.53,48.78
57713,57635,Vieux-Lixheim,39,7.13,48.78
57714,57690,Haute-Vigneulles,44,6.56,49.10
57715,57420,Vigny,54,6.25,48.97
57716,57640,Vigy,89,6.31,49.21
57717,57340,Viller,27,6.65,48.99
57718,57530,Villers-Stoncourt,24,6.44,49.06
57719,57340,Villers-sur-Nied,22,6.53,48.93
57720,57550,Villing,100,6.63,49.28
57721,57370,Vilsberg,74,7.26,48.79
57722,57130,Vionville,18,5.95,49.09
57723,57340,Virming,26,6.75,48.94
57724,57185,Vitry-sur-Orne,395,6.10,49.28
57725,57670,Vittersbourg,49,6.93,48.95
57726,57580,Vittoncourt,41,6.46,49.02
57727,57590,Viviers,17,6.44,48.89
57728,57580,Voimhaut,65,6.42,49.03
57730,57220,Volmerange-lès-Boulay,95,6.45,49.17
57731,57330,Volmerange-les-Mines,156,6.07,49.45
57732,57720,Volmunster,57,7.37,49.12
57733,57940,Volstroff,130,6.25,49.30
57734,57560,Voyer,98,7.09,48.65
57736,57640,Vry,36,6.36,49.19
57737,57420,Vulmont,14,6.31,48.93
57738,57720,Waldhouse,59,7.46,49.14
57739,57320,Waldweistroff,64,6.50,49.36
57740,57480,Waldwisse,66,6.52,49.41
57741,57720,Walschbronn,49,7.47,49.15
57742,57870,Walscheid,42,7.19,48.62
57743,57370,Waltembourg,176,7.20,48.75
57745,57200,Wiesviller,115,7.16,49.08
57746,57430,Willerwald,241,7.04,49.02
57747,57635,Wintersbourg,68,7.19,48.79
57748,57905,Wittring,101,7.13,49.05
57749,57320,Voelfling-lès-Bouzonville,59,6.61,49.29
57750,57200,Woelfling-lès-Sarreguemines,116,7.18,49.09
57751,57140,Woippy,901,6.16,49.16
57752,57915,Woustviller,296,7.01,49.08
57753,57170,Wuisse,4,6.67,48.85
57754,57630,Xanrey,15,6.59,48.75
57755,57590,Xocourt,17,6.38,48.91
57756,57830,Xouaxange,66,6.99,48.69
57757,57970,Yutz,1129,6.20,49.35
57759,57340,Zarbeling,17,6.69,48.89
57760,57905,Zetting,123,7.13,49.07
57761,57370,Zilling,74,7.21,48.79
57762,57690,Zimming,86,6.59,49.13
57763,57260,Zommange,6,6.80,48.82
57764,57330,Zoufftgen,60,6.13,49.47
57765,57890,Diesen,198,6.69,49.18
57767,57970,Stuckange,229,6.23,49.32
58-01,,Charité-sur-Loire,15,,
58-02,,Château-Chinon,11,,
58-03,,Clamecy,16,,
58-04,,Corbigny,11,,
58-05,,Cosne-Cours-sur-Loire,29,,
58-06,,Decize,16,,
58-07,,Fourchambault,40,,
58-08,,Guérigny,13,,
58-09,,Imphy,19,,
58-10,,Luzy,10,,
58-13,,Nevers-3,25,,
58-15,,Pouilly-sur-Loire,15,,
58-16,,Saint-Pierre-le-Moûtier,13,,
58-17,,Varennes-Vauzelles,32,,
58001,58110,Achun,6,3.66,47.13
58002,58200,Alligny-Cosne,25,3.07,47.44
58003,58230,Alligny-en-Morvan,13,4.17,47.21
58004,58110,Alluy,15,3.63,47.03
58005,58190,Amazy,17,3.56,47.38
58006,58270,Anlezy,13,3.50,46.97
58007,58450,Annay,13,2.94,47.53
58008,58800,Anthien,9,3.72,47.31
58009,58350,Arbourse,13,3.22,47.25
58010,58430,Arleuf,14,4.02,47.04
58011,58500,Armes,36,3.56,47.46
58012,58310,Arquian,18,3.00,47.54
58013,58700,Arthel,13,3.41,47.24
58014,58700,Arzembouy,6,3.36,47.25
58015,58420,Asnan,27,3.55,47.31
58016,58190,Asnois,28,3.59,47.40
58017,58110,Aunay-en-Bazois,6,3.72,47.12
58018,58700,Authiou,5,3.42,47.27
58019,58170,Avrée,7,3.88,46.82
58020,58300,Avril-sur-Loire,10,3.36,46.81
58021,58240,Azy-le-Vif,5,3.23,46.79
58022,58130,Balleray,13,3.28,47.09
58023,58190,Bazoches,12,3.79,47.37
58024,58110,Bazolles,10,3.61,47.15
58025,58160,Béard,21,3.33,46.87
58026,58420,Beaulieu,6,3.52,47.25
58027,58700,Beaumont-la-Ferrière,4,3.24,47.18
58028,58270,Beaumont-Sardolles,4,3.40,46.93
58029,58210,Beuvron,10,3.50,47.35
58030,58110,Biches,13,3.65,46.99
58031,58270,Billy-Chevannes,15,3.46,47.01
58032,58500,Billy-sur-Oisy,15,3.40,47.48
58033,58310,Bitry,18,3.08,47.49
58034,58120,Blismes,6,3.82,47.12
58035,58330,Bona,13,3.43,47.06
58036,58310,Bouhy,12,3.18,47.49
58037,58140,Brassy,12,3.93,47.26
58038,58460,Breugnon,13,3.46,47.43
58039,58530,Brèves,17,3.62,47.43
58040,58110,Brinay,10,3.71,47.01
58041,58420,Brinon-sur-Beuvron,25,3.49,47.28
58042,58400,Bulcy,17,3.03,47.24
58043,58420,Bussy-la-Pesle,9,3.47,47.26
58044,58440,La Celle-sur-Loire,40,2.93,47.49
58045,58700,La Celle-sur-Nièvre,13,3.20,47.22
58046,58340,Cercy-la-Tour,42,3.65,46.85
58047,58800,Cervon,11,3.75,47.24
58048,58220,Cessy-les-Bois,7,3.22,47.33
58049,58140,Chalaux,7,3.91,47.33
58050,58420,Challement,6,3.59,47.31
58051,58000,Challuy,82,3.14,46.94
58052,58420,Champallement,6,3.48,47.23
58053,58210,Champlemy,9,3.34,47.29
58054,58700,Champlin,5,3.45,47.24
58055,58300,Champvert,18,3.52,46.85
58056,58400,Champvoux,29,3.07,47.14
58057,58240,Chantenay-Saint-Imbert,30,3.17,46.74
58058,58210,La Chapelle-Saint-André,12,3.32,47.40
58059,58400,La Charité-sur-Loire,322,3.03,47.18
58060,58300,Charrin,23,3.60,46.80
58061,58350,Chasnay,9,3.17,47.24
58062,58120,Château-Chinon (Ville),489,3.93,47.06
58063,58120,Château-Chinon (Campagne),21,3.94,47.06
58064,58350,Châteauneuf-Val-de-Bargis,12,3.22,47.28
58065,58110,Châtillon-en-Bazois,50,3.66,47.06
58066,58120,Châtin,8,3.88,47.10
58067,58400,Chaulgnes,58,3.11,47.13
58068,58120,Chaumard,13,3.91,47.15
58069,58800,Chaumot,23,3.64,47.25
58070,58700,Chazeuil,11,3.40,47.28
58071,58420,Chevannes-Changy,7,3.45,47.29
58072,58160,Chevenon,18,3.23,46.91
58073,58500,Chevroches,40,3.54,47.44
58074,58170,Chiddes,13,3.93,46.86
58075,58800,Chitry-les-Mines,35,3.66,47.27
58076,58110,Chougny,6,3.76,47.09
58077,58220,Ciez,13,3.16,47.44
58078,58270,Cizely,9,3.47,46.98
58079,58500,Clamecy,135,3.51,47.46
58080,58800,La Collancelle,8,3.65,47.18
58081,58350,Colméry,14,3.25,47.35
58082,58120,Corancy,10,3.96,47.11
58083,58800,Corbigny,79,3.69,47.26
58084,58210,Corvol-d'Embernard,10,3.40,47.29
58085,58460,Corvol-l'Orgueilleux,25,3.37,47.43
58086,58200,Cosne-Cours-sur-Loire,198,2.94,47.40
58087,58300,Cossaye,15,3.51,46.76
58088,58660,Coulanges-lès-Nevers,332,3.20,47.01
58089,58220,Couloutre,10,3.22,47.40
58090,58210,Courcelles,21,3.39,47.40
58092,58330,Crux-la-Ville,9,3.53,47.15
58093,58210,Cuncy-lès-Varzy,9,3.46,47.36
58094,58310,Dampierre-sous-Bouhy,18,3.13,47.51
58095,58300,Decize,118,3.47,46.81
58096,58300,Devay,42,3.54,46.81
58097,58340,Diennes-Aubigny,3,3.58,46.91
58098,58190,Dirol,13,3.64,47.32
58099,58120,Dommartin,13,3.85,47.07
58100,58420,Dompierre-sur-Héry,13,3.55,47.26
58101,58350,Dompierre-sur-Nièvre,10,3.26,47.23
58102,58220,Donzy,25,3.11,47.38
58103,58530,Dornecy,30,3.59,47.44
58104,58390,Dornes,34,3.34,46.72
58105,58160,Druy-Parigny,14,3.37,46.88
58106,58230,Dun-les-Places,8,4.02,47.29
58107,58110,Dun-sur-Grandry,14,3.80,47.09
58108,58140,Empury,7,3.82,47.35
58109,58410,Entrains-sur-Nohain,15,3.27,47.46
58110,58800,Epiry,18,3.73,47.17
58111,58430,Fâchin,8,3.97,47.00
58112,58160,La Fermeté,19,3.33,46.96
58113,58270,Fertrève,5,3.59,46.96
58114,58170,Fléty,6,3.91,46.80
58115,58240,Fleury-sur-Loire,12,3.32,46.83
58116,58190,Flez-Cuzy,21,3.63,47.36
58117,58600,Fourchambault,1052,3.09,47.02
58118,58250,Fours,27,3.72,46.81
58119,58270,Frasnay-Reugny,6,3.53,46.99
58120,58140,Gâcogne,11,3.88,47.23
58121,58600,Garchizy,234,3.09,47.04
58122,58150,Garchy,20,3.05,47.28
58123,58800,Germenay,11,3.60,47.29
58124,58320,Germigny-sur-Loire,40,3.05,47.08
58125,58230,Gien-sur-Cure,9,4.09,47.15
58126,58470,Gimouille,32,3.10,46.94
58127,58700,Giry,9,3.34,47.21
58128,58370,Glux-en-Glenne,5,4.02,46.96
58129,58230,Gouloux,9,4.08,47.23
58130,58420,Grenois,7,3.52,47.32
58131,58130,Guérigny,353,3.21,47.09
58132,58420,Guipy,14,3.58,47.23
58133,58800,Héry,8,3.59,47.26
58134,58160,Imphy,219,3.28,46.94
58135,58290,Isenay,6,3.71,46.92
58136,58330,Jailly,6,3.47,47.09
58137,58300,Lamenay-sur-Loire,5,3.58,46.75
58138,58240,Langeron,20,3.08,46.82
58139,58250,Lanty,11,3.83,46.80
58140,58370,Larochemillay,7,3.99,46.89
58141,58230,Lavault-de-Frétoy,4,4.02,47.11
58142,58290,Limanton,5,3.74,46.98
58143,58270,Limon,20,3.38,46.96
58144,58240,Livry,25,3.07,46.77
58145,58140,Lormes,26,3.83,47.29
58146,58380,Lucenay-lès-Aix,18,3.49,46.70
58147,58700,Lurcy-le-Bourg,13,3.40,47.17
58148,58240,Luthenay-Uxeloup,16,3.27,46.85
58149,58170,Luzy,48,4.00,46.80
58150,58190,Lys,10,3.60,47.33
58151,58260,La Machine,193,3.46,46.89
58152,58470,Magny-Cours,45,3.15,46.89
58153,58800,Magny-Lormes,8,3.75,47.29
58154,58190,La Maison-Dieu,10,3.67,47.42
